Territorio,Età,Sesso,Causa iniziale di morte - European Short List
Nord-est,85-89 anni,totale,di cui avvelenamento accidentale
Nord-est,40-44 anni,femmine,accidenti
Nord-est,10-14 anni,maschi,"omicidio, aggressione"
Nord-est,10-14 anni,maschi,altre malattie dell'apparato digerente
Nord-est,0 anni,totale,"altre malattie endocrine, nutrizionali e metaboliche"
Nord-est,75-79 anni,totale,di cui tumori maligni della vescica
Nord-est,25-29 anni,maschi,aids (malattia da hiv)
Nord-est,80-84 anni,totale,"sintomi, segni, risultati anomali e cause mal definite"
Nord-est,55-59 anni,maschi,influenza
Nord-est,95 anni e più,femmine,di cui infarto miocardico acuto
Nord-est,55-59 anni,totale,malattie ischemiche del cuore
Nord-est,60-64 anni,totale,"di cui tumori maligni della trachea, dei bronchi e dei polmoni"
Nord-est,75-79 anni,maschi,di cui cadute accidentali
Nord-est,65-69 anni,totale,malattie dell'apparato digerente
Nord-est,85-89 anni,totale,"di cui tumori maligni delle labbra, cavità orale e faringe"
Nord-est,75-79 anni,totale,di cui tumori maligni del fegato e dei dotti biliari intraepatici
Nord-est,65-69 anni,maschi,di cui tumori maligni del pancreas
Nord-est,30-34 anni,totale,tubercolosi
Nord-est,35-39 anni,totale,di cui tumori maligni di altre parti dell'utero
Nord-est,75-79 anni,maschi,suicidio e autolesione intenzionale
Nord-est,45-49 anni,maschi,di cui morbo di hodgkin e linfomi
Nord-est,25-29 anni,maschi,di cui altre malattie croniche delle basse vie respiratorie
Nord-est,totale,totale,morbo di parkinson
Nord-est,1-4 anni,totale,"altre malattie endocrine, nutrizionali e metaboliche"
Nord-est,30-34 anni,femmine,di cui cadute accidentali
Nord-est,30-34 anni,totale,di cui tumori maligni di altre parti dell'utero
Nord-est,15-19 anni,maschi,di cui altri accidenti
Nord-est,5-9 anni,maschi,di cui accidenti di trasporto
Nord-est,totale,maschi,di cui tumori maligni del cervello e del sistema nervoso centrale
Nord-est,totale,totale,malattie dell'apparato digerente
Nord-est,35-39 anni,femmine,di cui melanomi maligni della cute
Nord-est,70-74 anni,maschi,di cui tumori maligni della laringe
Nord-est,85-89 anni,femmine,cause esterne di traumatismo e avvelenamento
Nord-est,85-89 anni,maschi,di cui tumori maligni dell'esofago
Nord-est,75-79 anni,totale,di cui annegamento e sommersione accidentali
Nord-est,55-59 anni,totale,altre malattie dell'apparato genitourinario
Nord-est,30-34 anni,totale,totale
Nord-est,25-29 anni,totale,di cui tumori maligni dello stomaco
Nord-est,85-89 anni,maschi,cause esterne di traumatismo e avvelenamento
Nord-est,5-9 anni,totale,malattie cerebrovascolari
Nord-est,80-84 anni,totale,di cui annegamento e sommersione accidentali
Nord-est,50-54 anni,femmine,"Covid-19, virus non identificato"
Nord-est,35-39 anni,maschi,altre malattie del cuore
Nord-est,95 anni e più,totale,"cirrosi, fibrosi ed epatite cronica"
Nord-est,85-89 anni,femmine,altre malattie del cuore
Nord-est,0 anni,femmine,di cui tumori maligni del cervello e del sistema nervoso centrale
Nord-est,15-19 anni,femmine,suicidio e autolesione intenzionale
Nord-est,35-39 anni,totale,cause sconosciute e non specificate
Nord-est,20-24 anni,totale,di cui tumori maligni dell'ovaio
Nord-est,1-4 anni,maschi,"altri sintomi, segni, risultati anomali e cause mal definite"
Nord-est,50-54 anni,maschi,malattie del sistema circolatorio
Nord-est,80-84 anni,femmine,"di cui tumori maligni delle labbra, cavità orale e faringe"
Nord-est,totale,femmine,altri disturbi psichici e comportamentali
Nord-est,0 anni,totale,malattie del sistema circolatorio
Nord-est,60-64 anni,maschi,morbo di parkinson
Nord-est,70-74 anni,maschi,di cui morbo di hodgkin e linfomi
Nord-est,70-74 anni,maschi,alcune malattie infettive e parassitarie
Nord-est,90-94 anni,femmine,di cui tumori maligni del cervello e del sistema nervoso centrale
Nord-est,95 anni e più,maschi,totale
Nord-est,85-89 anni,maschi,epatite virale
Nord-est,55-59 anni,femmine,altre malattie del sistema nervoso e degli organi di senso
Nord-est,80-84 anni,femmine,di cui tumori maligni del pancreas
Nord-est,25-29 anni,femmine,di cui tumori maligni dello stomaco
Nord-est,45-49 anni,totale,di cui asma
Nord-est,5-9 anni,femmine,di cui accidenti di trasporto
Nord-est,65-69 anni,totale,di cui tumori maligni della prostata
Nord-est,60-64 anni,maschi,di cui melanomi maligni della cute
Nord-est,40-44 anni,maschi,"di cui tumori maligni della trachea, dei bronchi e dei polmoni"
Nord-est,0 anni,maschi,alcune condizioni morbose che hanno origine nel periodo perinatale
Nord-est,25-29 anni,femmine,di cui avvelenamento accidentale
Nord-est,totale,totale,sindrome della morte improvvisa nell'infanzia
Nord-est,45-49 anni,femmine,di cui tumori maligni della cervice uterina
Nord-est,30-34 anni,femmine,di cui tumori maligni del cervello e del sistema nervoso centrale
Nord-est,60-64 anni,maschi,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario
Nord-est,85-89 anni,totale,di cui tumori maligni del rene
Nord-est,15-19 anni,maschi,malformazioni congenite ed anomalie cromosomiche
Nord-est,70-74 anni,femmine,"di cui tumori maligni del colon, del retto e dell'ano"
Nord-est,85-89 anni,maschi,"malattie endocrine, nutrizionali e metaboliche"
Nord-est,75-79 anni,maschi,altre malattie del sistema osteomuscolare e del tessuto connettivo
Nord-est,85-89 anni,totale,malattie dell'apparato digerente
Nord-est,50-54 anni,femmine,"di cui tumori maligni del colon, del retto e dell'ano"
Nord-est,70-74 anni,maschi,altre malattie del sistema circolatorio
Nord-est,40-44 anni,totale,di cui tumori maligni dello stomaco
Nord-est,40-44 anni,maschi,altre malattie del sistema osteomuscolare e del tessuto connettivo
Nord-est,10-14 anni,totale,altre malattie del sistema nervoso e degli organi di senso
Nord-est,85-89 anni,maschi,malattie della cute e del tessuto sottocutaneo
Nord-est,35-39 anni,maschi,"omicidio, aggressione"
Nord-est,0 anni,maschi,influenza
Nord-est,40-44 anni,femmine,polmonite
Nord-est,85-89 anni,maschi,du cui altre malattie ischemiche del cuore
Nord-est,85-89 anni,totale,di cui altri tumori maligni del tessuto linfatico/ematopoietico
Nord-est,45-49 anni,totale,malattie dell'apparato digerente
Nord-est,20-24 anni,femmine,di cui accidenti di trasporto
Nord-est,20-24 anni,femmine,di cui tumori maligni dell'ovaio
Nord-est,65-69 anni,maschi,"di cui tumori maligni delle labbra, cavità orale e faringe"
Nord-est,60-64 anni,totale,altre cause esterne di traumatismo e avvelenamento
Nord-est,90-94 anni,totale,malattie dell'apparato digerente
Nord-est,15-19 anni,totale,di cui avvelenamento accidentale
Nord-est,85-89 anni,maschi,altre malattie del cuore
Nord-est,55-59 anni,maschi,alcune condizioni morbose che hanno origine nel periodo perinatale
Nord-est,30-34 anni,totale,"di cui tumori maligni della trachea, dei bronchi e dei polmoni"
Nord-est,50-54 anni,maschi,"sintomi, segni, risultati anomali e cause mal definite"
Nord-est,40-44 anni,totale,malattie del sistema circolatorio
Nord-est,45-49 anni,maschi,malattie del sistema circolatorio
Nord-est,60-64 anni,femmine,diabete mellito
Nord-est,35-39 anni,femmine,di cui altri accidenti
Nord-est,85-89 anni,totale,cause esterne di traumatismo e avvelenamento
Nord-est,70-74 anni,maschi,di cui tumori maligni del fegato e dei dotti biliari intraepatici
Nord-est,55-59 anni,maschi,altri disturbi psichici e comportamentali
Nord-est,65-69 anni,totale,di cui leucemia
Nord-est,70-74 anni,femmine,altre malattie del cuore
Nord-est,80-84 anni,maschi,di cui accidenti di trasporto
Nord-est,totale,femmine,di cui asma
Nord-est,60-64 anni,maschi,cause esterne di traumatismo e avvelenamento
Nord-est,95 anni e più,maschi,"ulcera dello stomaco, duodeno e digiuno"
Nord-est,totale,maschi,disturbi psichici e comportamentali
Nord-est,85-89 anni,totale,malattie croniche delle basse vie respiratorie
Nord-est,30-34 anni,totale,altre malattie del sistema nervoso e degli organi di senso
Nord-est,25-29 anni,maschi,malformazioni congenite ed anomalie cromosomiche
Nord-est,50-54 anni,maschi,malattie dell'apparato digerente
Nord-est,60-64 anni,maschi,di cui tumori maligni dello stomaco
Nord-est,20-24 anni,maschi,di cui altri accidenti
Nord-est,30-34 anni,maschi,malattie del rene e dell'uretere
Nord-est,45-49 anni,maschi,malattie croniche delle basse vie respiratorie
Nord-est,95 anni e più,femmine,di cui melanomi maligni della cute
Nord-est,85-89 anni,femmine,malattie del rene e dell'uretere
Nord-est,80-84 anni,femmine,di cui asma
Nord-est,25-29 anni,maschi,altri disturbi psichici e comportamentali
Nord-est,55-59 anni,maschi,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario
Nord-est,60-64 anni,femmine,morbo di parkinson
Nord-est,25-29 anni,maschi,di cui melanomi maligni della cute
Nord-est,55-59 anni,totale,aids (malattia da hiv)
Nord-est,65-69 anni,maschi,altre malattie del sistema respiratorio
Nord-est,55-59 anni,femmine,Covid-19
Nord-est,1-4 anni,totale,malattie cerebrovascolari
Nord-est,40-44 anni,totale,altre malattie del sistema osteomuscolare e del tessuto connettivo
Nord-est,80-84 anni,totale,du cui altre malattie ischemiche del cuore
Nord-est,60-64 anni,femmine,disturbi psichici e comportamentali
Nord-est,65-69 anni,maschi,"altre malattie endocrine, nutrizionali e metaboliche"
Nord-est,70-74 anni,femmine,di cui melanomi maligni della cute
Nord-est,65-69 anni,maschi,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario
Nord-est,80-84 anni,femmine,cause sconosciute e non specificate
Nord-est,95 anni e più,maschi,altre malattie dell'apparato genitourinario
Nord-est,70-74 anni,maschi,di cui altri accidenti
Nord-est,95 anni e più,totale,altre malattie del sistema circolatorio
Nord-est,totale,maschi,"dipendenza da droghe, tossicomania"
Nord-est,40-44 anni,totale,malattie croniche delle basse vie respiratorie
Nord-est,65-69 anni,maschi,malattie dell'apparato digerente
Nord-est,55-59 anni,totale,accidenti
Nord-est,90-94 anni,femmine,"malattie endocrine, nutrizionali e metaboliche"
Nord-est,95 anni e più,femmine,di cui leucemia
Nord-est,30-34 anni,maschi,di cui tumori maligni del fegato e dei dotti biliari intraepatici
Nord-est,10-14 anni,maschi,tumori
Nord-est,85-89 anni,totale,di cui altre malattie croniche delle basse vie respiratorie
Nord-est,90-94 anni,totale,di cui tumori maligni del fegato e dei dotti biliari intraepatici
Nord-est,40-44 anni,femmine,di cui tumori maligni del seno
Nord-est,65-69 anni,femmine,"sintomi, segni, risultati anomali e cause mal definite"
Nord-est,35-39 anni,totale,malattie dell'apparato digerente
Nord-est,30-34 anni,totale,di cui tumori maligni dello stomaco
Nord-est,75-79 anni,totale,cause sconosciute e non specificate
Nord-est,45-49 anni,maschi,di cui melanomi maligni della cute
Nord-est,70-74 anni,totale,di cui altri tumori maligni
Nord-est,0 anni,femmine,cause sconosciute e non specificate
Nord-est,80-84 anni,totale,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario
Nord-est,80-84 anni,totale,"altre malattie endocrine, nutrizionali e metaboliche"
Nord-est,65-69 anni,femmine,di cui tumori maligni della cervice uterina
Nord-est,50-54 anni,maschi,di cui tumori maligni del rene
Nord-est,40-44 anni,totale,"altri sintomi, segni, risultati anomali e cause mal definite"
Nord-est,25-29 anni,femmine,tumori non maligni (benigni e di comportamento incerto)
Nord-est,25-29 anni,maschi,alcune malattie infettive e parassitarie
Nord-est,80-84 anni,totale,aids (malattia da hiv)
Nord-est,40-44 anni,femmine,Covid-19
Nord-est,75-79 anni,femmine,di cui asma
Nord-est,60-64 anni,femmine,di cui accidenti di trasporto
Nord-est,80-84 anni,totale,cause esterne di traumatismo e avvelenamento
Nord-est,70-74 anni,totale,di cui altre malattie croniche delle basse vie respiratorie
Nord-est,90-94 anni,maschi,di cui altri tumori maligni del tessuto linfatico/ematopoietico
Nord-est,45-49 anni,totale,di cui tumori maligni dello stomaco
Nord-est,35-39 anni,totale,malattie cerebrovascolari
Nord-est,40-44 anni,maschi,tumori non maligni (benigni e di comportamento incerto)
Nord-est,70-74 anni,totale,malattie del sistema nervoso e degli organi di senso
Nord-est,55-59 anni,totale,totale
Nord-est,50-54 anni,totale,di cui tumori maligni di altre parti dell'utero
Nord-est,75-79 anni,femmine,tumori non maligni (benigni e di comportamento incerto)
Nord-est,55-59 anni,totale,"malattie endocrine, nutrizionali e metaboliche"
Nord-est,70-74 anni,femmine,artrite reumatoide a osteoartrosi
Nord-est,55-59 anni,maschi,altre malattie dell'apparato genitourinario
Nord-est,40-44 anni,maschi,di cui avvelenamento accidentale
Nord-est,25-29 anni,totale,di cui accidenti di trasporto
Nord-est,90-94 anni,femmine,di cui avvelenamento accidentale
Nord-est,50-54 anni,totale,di cui tumori maligni della laringe
Nord-est,60-64 anni,totale,"ulcera dello stomaco, duodeno e digiuno"
Nord-est,80-84 anni,maschi,tumori maligni
Nord-est,35-39 anni,femmine,di cui annegamento e sommersione accidentali
Nord-est,25-29 anni,femmine,"sintomi, segni, risultati anomali e cause mal definite"
Nord-est,85-89 anni,totale,"sintomi, segni, risultati anomali e cause mal definite"
Nord-est,55-59 anni,femmine,altre malattie infettive e parassitarie
Nord-est,45-49 anni,femmine,"ulcera dello stomaco, duodeno e digiuno"
Nord-est,60-64 anni,maschi,di cui tumori maligni del cervello e del sistema nervoso centrale
Nord-est,10-14 anni,femmine,"sintomi, segni, risultati anomali e cause mal definite"
Nord-est,75-79 anni,femmine,epatite virale
Nord-est,35-39 anni,maschi,di cui infarto miocardico acuto
Nord-est,75-79 anni,totale,accidenti
Nord-est,55-59 anni,totale,di cui tumori maligni del rene
Nord-est,45-49 anni,totale,di cui tumori maligni della laringe
Nord-est,75-79 anni,totale,di cui avvelenamento accidentale
Nord-est,95 anni e più,femmine,"di cui tumori maligni della trachea, dei bronchi e dei polmoni"
Nord-est,60-64 anni,maschi,di cui avvelenamento accidentale
Nord-est,35-39 anni,maschi,altri disturbi psichici e comportamentali
Nord-est,50-54 anni,maschi,di cui annegamento e sommersione accidentali
Nord-est,70-74 anni,totale,malattie ischemiche del cuore
Nord-est,35-39 anni,femmine,di cui tumori maligni del fegato e dei dotti biliari intraepatici
Nord-est,55-59 anni,totale,altre malattie del sistema osteomuscolare e del tessuto connettivo
Nord-est,95 anni e più,femmine,di cui altri tumori maligni
Nord-est,95 anni e più,maschi,"di cui tumori maligni del colon, del retto e dell'ano"
Nord-est,85-89 anni,maschi,altre malattie del sistema circolatorio
Nord-est,85-89 anni,totale,"omicidio, aggressione"
Nord-est,5-9 anni,femmine,totale
Nord-est,85-89 anni,totale,epatite virale
Nord-est,15-19 anni,femmine,malattie croniche delle basse vie respiratorie
Nord-est,1-4 anni,femmine,"di cui tumori maligni delle labbra, cavità orale e faringe"
Nord-est,55-59 anni,maschi,malattie dell'apparato digerente
Nord-est,90-94 anni,maschi,di cui altri tumori maligni
Nord-est,65-69 anni,maschi,alcune malattie infettive e parassitarie
Nord-est,25-29 anni,totale,malattie dell'apparato digerente
Nord-est,95 anni e più,totale,altre malattie dell'apparato genitourinario
Nord-est,30-34 anni,femmine,tumori
Nord-est,75-79 anni,maschi,di cui tumori maligni del fegato e dei dotti biliari intraepatici
Nord-est,75-79 anni,totale,di cui melanomi maligni della cute
Nord-est,0 anni,femmine,sindrome della morte improvvisa nell'infanzia
Nord-est,25-29 anni,totale,malformazioni congenite ed anomalie cromosomiche
Nord-est,25-29 anni,totale,"sintomi, segni, risultati anomali e cause mal definite"
Nord-est,85-89 anni,totale,di cui tumori maligni del seno
Nord-est,50-54 anni,femmine,di cui altri tumori maligni del tessuto linfatico/ematopoietico
Nord-est,30-34 anni,maschi,altre malattie del sistema nervoso e degli organi di senso
Nord-est,0 anni,totale,malattie del sistema nervoso e degli organi di senso
Nord-est,30-34 anni,femmine,"altre malattie endocrine, nutrizionali e metaboliche"
Nord-est,90-94 anni,femmine,malformazioni congenite ed anomalie cromosomiche
Nord-est,totale,maschi,eventi di intento indeterminato
Nord-est,75-79 anni,maschi,di cui tumori maligni del rene
Nord-est,95 anni e più,maschi,di cui tumori maligni del fegato e dei dotti biliari intraepatici
Nord-est,50-54 anni,femmine,"omicidio, aggressione"
Nord-est,70-74 anni,femmine,accidenti
Nord-est,85-89 anni,totale,malattie cerebrovascolari
Nord-est,45-49 anni,totale,altre malattie del sistema circolatorio
Nord-est,65-69 anni,totale,di cui tumori maligni della laringe
Nord-est,55-59 anni,maschi,di cui tumori maligni della tiroide
Nord-est,55-59 anni,femmine,altre cause esterne di traumatismo e avvelenamento
Nord-est,65-69 anni,maschi,di cui tumori maligni del seno
Nord-est,90-94 anni,femmine,demenza
Nord-est,35-39 anni,maschi,malattie del sistema osteomuscolare e del tessuto connettivo
Nord-est,50-54 anni,totale,di cui asma
Nord-est,5-9 anni,femmine,malattie del sistema circolatorio
Nord-est,totale,femmine,accidenti
Nord-est,0 anni,maschi,"malattie endocrine, nutrizionali e metaboliche"
